Frame,Time,Right Biceps brachii caput longus,Left Biceps brachii caput longus,Right Pectoralis Major,Left Pectoralis Major
573,0.573,-10.2,-7.0,-9.5,-4.8
574,0.574,-6.3,-6.1,-2.6,-4.3
575,0.575,1.9,-3.4,-7.5,1.0
576,0.576,-5.5,-15.5,-1.5,-3.0
577,0.577,-14.2,-17.1,10.4,-6.7
578,0.578,-10.6,-6.2,-8.8,0.7
579,0.579,-11.6,-4.8,-1.4,5.7
580,0.580,-4.7,-6.1,9.9,0.5
581,0.581,6.8,-0.2,11.8,1.0
582,0.582,11.5,-3.4,6.0,1.4
583,0.583,10.1,3.4,0.7,3.1
584,0.584,16.6,4.3,-4.1,12.6
585,0.585,10.7,9.9,-2.9,8.0
586,0.586,13.8,9.1,-6.9,6.3
587,0.587,24.4,11.0,-10.5,0.1
588,0.588,45.7,8.0,-13.8,-5.6
589,0.589,24.2,13.9,-7.2,-6.9
590,0.590,10.3,16.3,-1.2,-6.4
591,0.591,-7.3,21.3,-3.8,-1.2
592,0.592,-9.6,18.0,-0.3,9.3
593,0.593,-28.4,12.5,-10.4,1.2
594,0.594,-15.8,5.9,5.1,-3.4
595,0.595,-4.3,5.0,-5.5,10.6
596,0.596,-2.3,-3.9,3.8,12.0
597,0.597,-7.9,-21.6,12.2,6.6
598,0.598,-6.2,-29.2,13.6,4.7
599,0.599,-4.6,-17.8,12.1,0.2
600,0.600,-5.9,-11.7,2.8,3.7
601,0.601,0.7,-13.6,3.8,4.5
602,0.602,-0.4,-8.6,2.6,7.3
603,0.603,-1.4,-7.2,-0.5,8.0
604,0.604,-2.3,-8.6,3.8,8.6
605,0.605,0.4,-12.6,6.0,4.4
606,0.606,-2.0,-6.8,-0.8,7.7
607,0.607,-1.4,-1.5,-1.9,6.9
608,0.608,-4.7,5.2,-4.5,4.9
609,0.609,-2.9,11.3,1.9,-1.3
610,0.610,-1.4,8.8,-8.0,7.3
611,0.611,0.1,12.4,-17.3,3.7
612,0.612,0.5,6.4,-16.4,2.4
613,0.613,0.9,10.3,-4.9,-2.6
614,0.614,-2.5,6.6,-6.7,-7.2
615,0.615,-3.8,0.6,-5.5,4.7
616,0.616,-7.5,-5.1,6.0,-4.1
617,0.617,-5.0,-4.4,-5.2,0.4
618,0.618,-0.2,0.1,4.5,-1.1
619,0.619,1.7,1.9,-2.2,5.3
620,0.620,-3.8,2.3,3.5,-0.7
621,0.621,-1.7,-0.2,6.4,2.3
622,0.622,-2.4,5.5,9.2,9.0
623,0.623,-11.5,4.7,4.6,1.0
624,0.624,-28.4,2.4,3.6,6.2
625,0.625,-26.2,0.5,11.5,3.3
626,0.626,-28.3,3.4,1.8,4.1
627,0.627,-18.9,-0.3,0.4,-1.5
628,0.628,-10.4,-0.8,-0.8,-5.2
629,0.629,13.1,5.8,10.8,-0.6
630,0.630,36.6,-2.9,15.4,2.4
631,0.631,51.9,-11.0,2.5,3.9
632,0.632,54.5,-3.6,0.7,4.4
633,0.633,52.0,-6.4,-4.0,-2.2
634,0.634,49.7,1.6,-8.2,0.7
635,0.635,39.3,2.7,0.9,-1.9
636,0.636,18.3,7.6,2.0,0.5
637,0.637,4.4,6.8,1.0,1.3
638,0.638,-8.2,7.7,3.9,-5.8
639,0.639,-10.5,4.1,-9.3,-2.9
640,0.640,-25.2,0.9,-3.7,-0.2
641,0.641,-27.1,-4.4,-1.9,0.7
642,0.642,-15.1,-5.1,2.8,0.0
643,0.643,-10.5,-1.7,-7.0,4.7
644,0.644,-9.2,4.9,-3.1,3.0
645,0.645,-5.4,7.7,-4.1,-4.0
646,0.646,-7.2,5.3,-3.9,-2.4
647,0.647,-3.8,12.6,-0.7,-3.3
648,0.648,-11.2,7.8,-1.5,-0.5
649,0.649,-10.2,5.2,10.1,-1.2
650,0.650,-12.9,7.7,2.4,-1.8
651,0.651,-15.3,9.9,1.2,-3.7
652,0.652,-7.3,0.1,0.1,3.0
653,0.653,-4.2,-4.0,15.6,-10.1
654,0.654,-1.3,-7.8,13.6,-0.5
655,0.655,3.1,-15.9,8.2,-2.1
656,0.656,-8.9,-6.2,20.4,-3.5
657,0.657,-34.8,0.4,6.4,3.7
658,0.658,-45.9,1.6,4.8,7.7
659,0.659,-22.2,4.8,27.4,-2.8
660,0.660,-0.8,5.9,18.5,10.1
661,0.661,7.5,3.3,10.4,8.6
662,0.662,5.0,4.2,8.2,4.1
663,0.663,2.8,-0.8,6.1,5.6
664,0.664,9.1,-2.7,8.4,4.4
665,0.665,11.0,-10.4,10.5,3.4
666,0.666,23.2,-9.3,2.1,6.7
667,0.667,43.6,-2.5,-8.5,2.0
668,0.668,41.0,-1.6,-6.9,1.3
669,0.669,23.5,7.2,-8.0,2.2
670,0.670,-1.7,6.2,-11.2,-5.7
671,0.671,-4.9,7.2,-5.7,-6.6
672,0.672,-7.9,10.2,-4.5,-7.5
673,0.673,6.1,11.1,-8.6,-2.9
674,0.674,13.7,3.8,-7.6,-2.0
675,0.675,15.9,-2.9,-5.2,-2.6
676,0.676,22.2,-14.3,-14.9,-0.5
677,0.677,20.3,-12.8,-7.6,-7.0
678,0.678,25.5,-22.6,1.7,-2.4
679,0.679,20.8,-23.9,-1.6,1.7
680,0.680,5.2,-13.3,-11.0,-1.8
681,0.681,-9.4,-11.9,-12.0,-2.3
682,0.682,-14.9,-5.5,-17.7,-0.4
683,0.683,-9.7,-6.6,-16.4,-1.8
684,0.684,-4.9,-3.5,-11.4,-5.1
685,0.685,-9.0,-4.5,-12.1,-7.1
686,0.686,-7.7,-16.0,-3.1,-1.7
687,0.687,-13.5,-5.1,0.6,5.0
688,0.688,-10.4,-0.9,-2.4,4.3
689,0.689,-7.5,8.2,-7.0,2.0
690,0.690,-4.9,9.3,6.3,7.2
691,0.691,-8.9,1.9,12.1,4.0
692,0.692,-11.1,-1.0,10.6,7.1
693,0.693,-7.8,-0.2,-3.4,8.7
694,0.694,-9.5,2.2,-5.1,2.3
695,0.695,-6.9,5.7,-3.2,-2.0
696,0.696,-9.4,9.0,7.8,-7.5
697,0.697,-2.7,3.5,6.6,0.6
698,0.698,-3.6,4.1,-7.6,1.7
699,0.699,-2.7,8.6,9.7,-6.9
700,0.700,1.3,7.9,3.0,-3.4
701,0.701,-0.8,10.4,-7.4,-4.3
702,0.702,2.5,4.9,2.2,-3.3
703,0.703,-2.9,2.7,0.6,10.1
704,0.704,-0.6,3.3,5.4,0.7
705,0.705,-2.5,5.0,4.1,-7.8
706,0.706,-1.8,5.4,-2.3,0.0
707,0.707,-1.2,2.9,-3.4,1.5
708,0.708,3.4,2.4,-8.7,2.8
709,0.709,-0.8,2.0,-15.4,-0.5
710,0.710,4.2,-0.5,-2.1,-16.5
711,0.711,-0.3,0.4,7.4,-14.2
712,0.712,-2.0,-4.1,16.0,-7.8
713,0.713,-9.0,-0.8,11.3,1.7
714,0.714,-13.8,0.9,-7.3,3.4
715,0.715,-18.2,4.6,-4.8,1.9
716,0.716,-30.2,4.1,2.0,6.0
717,0.717,-28.5,1.0,8.2,-0.4
718,0.718,-17.6,1.4,9.9,-3.9
719,0.719,-7.8,-4.1,4.7,12.1
720,0.720,1.2,1.5,-3.2,18.9
721,0.721,18.8,5.1,-1.9,12.6
722,0.722,31.4,3.1,1.9,-4.5
723,0.723,42.8,-5.9,5.3,-6.8
724,0.724,53.2,-15.0,8.3,-0.5
725,0.725,47.6,-13.9,-6.4,-6.2
726,0.726,42.4,-6.6,8.1,-14.8
727,0.727,34.6,-3.7,-1.5,8.7
728,0.728,21.7,0.7,-20.6,5.2
729,0.729,6.1,6.3,-8.1,-10.1
730,0.730,-12.8,7.0,-1.4,-7.4
731,0.731,-20.5,2.4,-16.2,-5.0
732,0.732,-22.8,7.8,-6.9,-7.3
733,0.733,-29.2,1.3,1.6,-5.3
734,0.734,-27.5,-1.3,-6.4,-7.2
735,0.735,-15.5,-3.7,-2.4,-12.5
736,0.736,-14.1,-3.0,1.2,1.6
737,0.737,-7.1,-12.8,4.5,7.1
738,0.738,-3.3,-11.4,7.5,-5.0
739,0.739,2.5,-2.3,-1.4,2.6
740,0.740,-0.7,3.6,-12.2,3.9
741,0.741,-3.7,0.6,-2.4,-0.0
742,0.742,2.4,5.4,-9.1,8.1
743,0.743,9.6,9.8,-1.0,4.8
744,0.744,2.8,18.7,-6.5,-2.0
745,0.745,1.9,24.6,-7.6,-1.2
746,0.746,7.5,27.7,-6.9,1.1
747,0.747,-1.3,27.4,-12.4,-0.6
748,0.748,-8.0,26.4,-0.5,-2.9
749,0.749,-14.2,13.2,7.9,0.4
750,0.750,-2.2,-15.4,-0.0,-2.7
751,0.751,-3.9,-27.7,-15.8,-3.2
752,0.752,-5.4,-31.4,7.1,-3.8
753,0.753,-26.8,-28.0,-2.3,-4.3
754,0.754,-48.3,-12.7,5.9,-1.6
755,0.755,-34.4,-15.4,-1.9,2.3
756,0.756,-21.8,-12.9,0.2,-1.5
757,0.757,-5.8,-1.5,2.2,-2.1
758,0.758,4.6,-11.9,7.7,3.6
759,0.759,14.1,-17.5,-1.0,1.2
760,0.760,19.2,-12.4,6.7,1.8
761,0.761,17.7,-17.1,5.2,7.7
762,0.762,27.5,-7.3,1.3,8.4
763,0.763,34.0,7.0,0.1,4.7
764,0.764,35.1,12.5,5.3,0.1
765,0.765,25.5,10.8,8.1,-1.8
766,0.766,24.2,9.2,0.1,3.1
767,0.767,25.3,10.5,14.0,1.1
768,0.768,20.0,6.6,23.4,-0.7
769,0.769,5.5,7.7,-2.6,7.3
770,0.770,-9.1,10.7,-21.2,6.2
771,0.771,-22.3,17.4,9.1,-9.8
772,0.772,-30.9,11.1,21.3,-3.1
773,0.773,-19.9,0.6,17.6,7.3
774,0.774,-10.0,-0.8,0.7,12.9
775,0.775,-6.1,-7.3,-2.4,0.8
776,0.776,2.1,-15.6,0.3,2.3
777,0.777,1.1,-8.2,2.8,-1.9
778,0.778,-3.7,-1.5,9.6,-8.4
779,0.779,2.4,-4.2,11.7,-0.2
780,0.780,14.5,-5.0,9.8,9.4
781,0.781,12.7,-4.3,11.6,18.5
782,0.782,8.0,-5.0,16.2,5.6
783,0.783,6.6,-3.2,23.3,7.3
784,0.784,0.1,-4.8,19.6,5.8
785,0.785,-3.4,-5.3,6.7,7.2
786,0.786,-2.3,-1.4,-1.9,8.5
787,0.787,0.6,-3.0,-9.6,7.4
788,0.788,-5.6,-2.6,-22.4,4.3
789,0.789,-7.9,0.4,-6.8,-2.4
790,0.790,3.0,2.4,-8.8,-12.1
791,0.791,-11.1,2.6,-10.6,-5.5
792,0.792,-9.2,7.6,-12.2,-23.1
793,0.793,9.8,12.7,-10.6,-10.5
794,0.794,2.3,18.6,-20.4,-12.6
795,0.795,4.6,21.0,-8.6,2.0
796,0.796,-1.6,18.8,-7.0,3.9
797,0.797,-3.5,16.8,-16.8,-8.1
798,0.798,-5.1,11.4,2.8,-28.4
799,0.799,-0.5,0.5,5.6,-3.2
800,0.800,0.9,-10.4,3.2,13.7
801,0.801,2.2,-14.7,10.1,4.6
802,0.802,-1.2,-18.6,4.0,24.1
803,0.803,-2.2,-17.5,17.3,16.6
804,0.804,-5.1,-5.8,12.3,-13.3
805,0.805,-4.2,-7.3,-11.2,-9.1
806,0.806,-1.7,-14.4,-28.0,2.1
807,0.807,-1.0,-0.1,-18.7,5.5
808,0.808,-0.3,5.5,-4.7,-3.6
809,0.809,-0.8,0.4,-7.1,-0.8
810,0.810,0.8,2.0,-4.8,1.8
811,0.811,-1.6,11.9,-6.7,-0.4
812,0.812,-1.1,5.5,-4.8,6.0
813,0.813,-0.7,9.0,7.4,0.5
814,0.814,-1.7,8.0,-3.4,-1.1
815,0.815,-0.7,9.1,-13.3,3.6
816,0.816,2.1,1.2,1.1,-0.5
817,0.817,-0.4,6.6,14.5,3.4
818,0.818,1.3,11.5,19.7,7.0
819,0.819,-0.2,3.6,15.1,1.8
820,0.820,-0.4,4.7,16.5,4.7
821,0.821,2.7,-7.8,12.7,2.2
822,0.822,4.0,-9.4,-4.9,-5.0
823,0.823,-0.6,-7.8,-2.3,-5.8
824,0.824,-1.2,-9.1,-0.0,-3.1
825,0.825,-3.8,-5.2,-2.1,1.0
826,0.826,-1.4,-8.6,-7.7,-1.1
827,0.827,-2.7,-13.8,-2.5,-5.6
828,0.828,-1.5,-12.7,-7.1,-0.2
829,0.829,-2.5,-10.0,-2.9,4.9
830,0.830,-0.8,-4.3,-9.3,-4.9
831,0.831,-1.1,6.7,-3.4,-23.3
832,0.832,0.8,8.3,-6.6,-10.7
833,0.833,1.5,18.3,-1.7,5.5
834,0.834,2.1,17.1,11.6,3.4
835,0.835,1.5,8.9,9.7,1.6
836,0.836,2.6,1.6,11.4,6.8
837,0.837,3.7,14.3,12.9,8.4
838,0.838,6.1,16.0,-2.8,15.5
839,0.839,2.4,11.4,7.6,1.2
840,0.840,2.8,4.4,-5.6,3.1
841,0.841,0.7,-4.6,-7.4,1.4
842,0.842,2.6,-3.4,6.7,-12.7
843,0.843,2.9,2.0,1.1,-3.3
844,0.844,2.0,-4.7,6.2,8.8
845,0.845,0.5,-14.4,7.6,7.2
846,0.846,0.2,-7.8,-8.0,5.9
847,0.847,-2.0,-11.3,-1.8,-3.2
848,0.848,-2.3,-6.1,0.8,-6.4
849,0.849,-0.8,1.3,-8.7,6.5
850,0.850,0.5,-3.5,3.3,-2.1
851,0.851,-3.2,-9.7,4.7,-3.6
852,0.852,-0.5,-7.3,-2.4,3.5
853,0.853,-5.0,-0.7,14.5,-10.8
854,0.854,-2.1,1.9,-1.6,-5.2
855,0.855,1.6,7.6,-20.5,6.7
856,0.856,-0.8,-1.9,-8.0,2.0
857,0.857,-3.0,-11.0,-5.9,6.1
858,0.858,1.5,-9.8,-8.1,-3.0
859,0.859,2.1,-4.5,-21.5,-4.2
860,0.860,-1.5,-3.5,-13.0,-11.7
861,0.861,-4.0,-2.7,-11.6,-12.7
862,0.862,0.1,-0.2,-4.7,-6.7
863,0.863,1.6,-11.1,14.6,-6.1
864,0.864,2.1,-6.5,-5.0,4.7
865,0.865,1.8,-2.3,-12.7,-0.2
866,0.866,0.6,1.5,-1.5,-4.6
867,0.867,1.7,2.7,25.5,-3.6
868,0.868,1.4,8.0,-0.6,-2.7
869,0.869,4.2,7.0,-11.0,-10.4
870,0.870,-1.2,2.5,-2.1,-9.8
871,0.871,-0.3,6.5,-5.1,-4.0
872,0.872,3.4,2.9,-13.0,1.2
873,0.873,0.2,-7.1,-1.8,2.9
874,0.874,2.0,-14.1,4.1,-7.4
875,0.875,1.6,-7.7,-1.9,-6.6
876,0.876,0.2,-4.2,-4.0,-0.7
877,0.877,0.7,-5.2,-6.0,-4.8
878,0.878,1.9,1.6,-10.6,-6.6
879,0.879,2.3,4.2,-4.5,-10.3
880,0.880,4.7,3.4,1.0,-13.7
881,0.881,4.5,7.1,-6.9,-7.2
882,0.882,4.3,5.2,-8.2,4.6
883,0.883,6.0,7.0,-2.4,-4.7
884,0.884,2.8,5.5,1.2,-13.2
885,0.885,-1.7,6.0,-5.7,-6.8
886,0.886,4.9,12.7,-19.3,-6.2
887,0.887,2.3,11.8,8.9,-12.7
888,0.888,-1.6,14.5,-3.6,-8.0
889,0.889,-2.2,4.1,7.3,-9.5
890,0.890,2.5,5.5,3.8,1.5
891,0.891,3.1,1.7,6.7,-0.3
892,0.892,3.7,-1.7,-1.6,-10.5
893,0.893,-1.8,1.4,-9.2,-6.8
894,0.894,-1.1,4.4,-2.3,-12.8
895,0.895,-0.5,3.5,8.3,-9.7
896,0.896,-3.6,-2.0,10.2,-12.4
897,0.897,-4.3,-1.3,-12.1,-13.1
898,0.898,-2.0,0.7,-2.8,-15.3
899,0.899,-1.0,2.5,-5.2,-14.1
900,0.900,-0.8,4.1,-2.4,-3.8
901,0.901,-1.4,-1.3,4.8,-7.3
902,0.902,-6.7,-2.0,-13.6,-2.7
903,0.903,-4.7,-2.7,4.5,-3.0
904,0.904,-8.3,-1.0,16.6,-5.1
905,0.905,-10.2,-4.7,15.1,4.7
906,0.906,-6.7,-0.2,6.3,7.0
907,0.907,-9.4,5.1,15.6,5.2
908,0.908,-6.6,4.3,14.8,13.3
909,0.909,-9.5,1.0,11.4,20.9
910,0.910,-6.4,-4.4,21.3,26.4
911,0.911,-3.6,-11.0,23.3,37.3
912,0.912,-5.0,-3.1,31.7,40.2
913,0.913,-4.2,2.1,33.6,47.6
914,0.914,-7.4,-0.9,33.7,48.2
915,0.915,-6.4,-8.8,27.5,64.3
916,0.916,-6.9,-5.7,39.2,63.9
917,0.917,-8.0,4.9,38.9,63.7
918,0.918,-5.5,6.3,36.1,67.0
919,0.919,-11.1,7.5,43.0,67.1
920,0.920,-8.8,6.3,45.1,81.6
921,0.921,-6.8,3.1,47.1,88.4
922,0.922,-8.8,-3.7,45.5,100.9
923,0.923,-4.8,-11.7,45.8,115.4
924,0.924,-5.4,-23.5,57.7,122.0
925,0.925,-5.1,-28.2,57.2,134.4
926,0.926,-3.9,-24.1,51.0,140.1
927,0.927,-3.6,-4.7,45.4,134.9
928,0.928,1.7,14.6,42.8,118.5
929,0.929,12.1,2.0,33.9,91.8
930,0.930,10.6,-4.9,22.9,67.0
931,0.931,9.2,-2.9,9.5,44.4
932,0.932,10.2,-1.2,4.4,23.8
933,0.933,9.1,-16.9,-3.7,10.8
934,0.934,2.3,-19.1,-7.9,-1.2
935,0.935,-11.0,-13.6,-23.2,-16.7
936,0.936,-39.5,-1.6,-50.1,-30.8
937,0.937,-60.1,-0.2,-61.0,-59.0
938,0.938,-41.6,1.1,-57.5,-95.6
939,0.939,-18.0,-0.3,-66.6,-120.3
940,0.940,9.6,-6.3,-80.5,-133.8
941,0.941,28.2,-9.6,-88.1,-138.0
942,0.942,45.1,-10.7,-81.5,-149.3
943,0.943,54.3,-11.7,-67.1,-159.8
944,0.944,73.8,-7.9,-50.3,-169.5
945,0.945,86.4,-1.5,-57.6,-167.4
946,0.946,93.3,-2.5,-51.7,-160.6
947,0.947,83.0,3.0,-65.5,-163.7
948,0.948,62.2,9.4,-64.4,-170.8
949,0.949,44.4,19.1,-67.5,-182.0
950,0.950,30.6,32.2,-69.7,-181.3
951,0.951,18.1,41.6,-71.8,-180.8
952,0.952,-2.5,36.3,-71.3,-177.5
953,0.953,-27.5,31.5,-68.7,-185.9
954,0.954,-23.9,27.2,-66.5,-173.1
955,0.955,-26.8,25.8,-62.6,-149.9
956,0.956,-29.4,10.4,-55.6,-114.4
957,0.957,-36.7,4.0,-53.4,-91.3
958,0.958,-29.7,-5.6,-53.5,-70.5
959,0.959,-19.0,-4.0,-53.7,-51.9
960,0.960,-13.2,10.0,-47.5,-27.8
961,0.961,-14.6,8.0,-36.0,-12.8
962,0.962,-12.9,-4.1,-21.6,0.6
963,0.963,-22.5,-12.0,-16.5,29.4
964,0.964,-23.5,-25.0,-8.1,47.9
965,0.965,-22.1,-23.3,2.7,34.8
966,0.966,-20.8,-12.5,3.1,63.2
967,0.967,-25.4,-8.3,-2.3,65.3
968,0.968,-26.0,-7.0,-4.7,59.6
969,0.969,-23.3,-8.1,2.3,60.9
970,0.970,-15.1,3.7,15.0,74.2
971,0.971,-3.1,5.3,19.5,74.9
972,0.972,1.8,-7.5,20.0,80.4
973,0.973,-2.1,-12.6,42.4,85.3
974,0.974,-10.9,-17.2,64.9,85.4
975,0.975,-4.8,1.4,66.8,112.0
976,0.976,-1.5,-1.0,68.5,122.5
977,0.977,3.6,-3.1,70.0,116.9
978,0.978,8.2,-5.1,80.4,132.0
979,0.979,20.5,4.5,94.1,133.3
980,0.980,15.6,9.7,106.4,112.2
981,0.981,11.1,11.4,89.9,118.1
982,0.982,7.1,1.6,87.0,118.7
983,0.983,-1.7,-10.0,88.1,123.5
984,0.984,-7.4,-8.3,85.7,120.3
985,0.985,8.7,-1.1,92.8,107.0
986,0.986,15.6,0.4,85.2,98.0
987,0.987,17.8,4.0,70.3,92.8
988,0.988,8.4,5.2,60.4,85.4
989,0.989,-0.1,8.3,54.9,74.0
990,0.990,-10.9,11.1,46.8,71.9
991,0.991,-12.1,15.2,48.0,62.3
992,0.992,-13.3,20.5,38.8,53.8
993,0.993,-4.9,17.3,32.9,39.7
994,0.994,2.5,8.5,23.3,26.4
995,0.995,-0.2,2.2,14.4,31.6
996,0.996,4.3,1.2,11.2,8.3
997,0.997,1.9,4.5,-2.4,5.3
998,0.998,2.6,3.7,-11.5,-9.5
999,0.999,4.5,1.2,-12.8,-11.6
1000,1.000,1.4,-5.9,-13.8,-23.4
1001,1.001,-3.6,-2.8,-17.4,-24.7
1002,1.002,-4.3,-0.0,-28.5,-21.6
1003,1.003,-7.4,0.9,-29.4,-29.9
1004,1.004,-8.1,-2.6,-35.7,-44.2
1005,1.005,-5.8,-1.8,-36.3,-44.9
1006,1.006,-5.5,7.3,-32.0,-56.7
1007,1.007,-4.5,11.2,-36.5,-39.6
1008,1.008,-3.6,12.3,-36.6,-44.2
1009,1.009,-7.4,15.5,-40.1,-52.0
1010,1.010,-7.0,18.4,-36.7,-51.9
1011,1.011,-1.4,10.5,-35.1,-54.8
1012,1.012,-3.9,-5.4,-32.2,-48.8
1013,1.013,-1.8,-16.9,-34.2,-43.2
1014,1.014,1.3,-14.7,-29.5,-42.5
1015,1.015,0.7,-20.4,-27.1,-41.7
1016,1.016,0.1,-35.9,-23.9,-37.0
1017,1.017,-0.5,-33.8,-23.4,-34.4
1018,1.018,6.1,-31.8,-27.9,-33.5
1019,1.019,1.2,-30.0,-27.8,-31.1
1020,1.020,3.7,-19.1,-15.9,-27.6
1021,1.021,4.5,-11.9,2.2,-20.6
1022,1.022,5.1,-10.6,-8.4,-18.4
1023,1.023,8.4,-9.5,-13.8,-18.9
1024,1.024,1.7,-4.2,-7.3,-14.5
1025,1.025,6.1,-3.3,-8.2,-15.8
1026,1.026,5.2,1.1,-2.8,-12.1
1027,1.027,0.1,5.1,2.1,-6.0
1028,1.028,-1.8,14.5,-6.3,-1.6
1029,1.029,-0.1,13.1,-6.8,-9.5
1030,1.030,0.4,7.2,-9.3,-12.4
1031,1.031,-2.2,1.9,-5.9,-10.4
1032,1.032,-0.9,4.8,-8.1,-12.8
1033,1.033,4.3,-3.2,-10.1,-9.2
1034,1.034,7.8,-10.6,-9.1,-9.4
1035,1.035,8.4,-1.9,-5.5,-17.7
1036,1.036,2.9,1.5,-3.5,-11.4
1037,1.037,2.1,4.6,-1.8,-3.7
1038,1.038,0.1,9.4,3.8,-0.5
1039,1.039,-1.7,6.7,1.7,-2.9
1040,1.040,-3.3,4.3,-1.6,-5.1
1041,1.041,-0.9,3.6,-2.1,-5.7
1042,1.042,-0.6,10.8,-1.7,-2.4
1043,1.043,-4.3,5.9,-3.2,0.5
1044,1.044,-3.9,5.0,-2.9,-3.2
1045,1.045,-0.9,7.4,-4.2,-4.8
1046,1.046,3.6,5.2,0.3,-4.5
1047,1.047,1.9,7.1,8.8,-4.3
1048,1.048,-0.8,11.2,0.4,0.9
1049,1.049,2.6,8.4,1.3,-3.3
1050,1.050,1.0,-11.9,-1.1,-1.8
1051,1.051,1.4,-4.5,1.6,2.9
1052,1.052,0.1,2.8,-1.3,3.3
1053,1.053,0.5,5.7,4.1,5.9
1054,1.054,3.5,8.4,11.9,0.7
1055,1.055,1.5,14.0,14.8,4.9
1056,1.056,-1.0,17.6,11.6,7.5
1057,1.057,4.0,7.7,10.5,8.6
1058,1.058,6.2,-10.9,9.5,6.8
1059,1.059,9.5,-13.4,12.9,6.1
1060,1.060,5.3,-2.0,12.0,0.4
1061,1.061,0.5,0.0,7.6,3.6
1062,1.062,2.4,-5.7,10.1,2.6
1063,1.063,-1.7,-4.0,4.4,2.9
1064,1.064,-1.2,-5.6,5.0,5.1
1065,1.065,0.2,-9.8,4.1,3.4
1066,1.066,-1.9,-29.3,3.4,1.8
1067,1.067,-2.3,-32.0,-4.8,2.6
1068,1.068,-0.5,-4.1,-8.4,2.0
1069,1.069,-0.8,-0.4,7.4,3.4
1070,1.070,-2.2,3.0,-4.3,2.3
1071,1.071,-4.7,24.5,-6.5,2.8
1072,1.072,-2.4,21.9,-4.8,1.8
1073,1.073,-4.4,29.5,-6.6,-0.9
1074,1.074,-0.2,36.5,-8.2,1.1
1075,1.075,-3.2,34.5,-12.5,0.1
1076,1.076,-6.9,25.1,-13.9,-4.4
1077,1.077,-5.4,13.1,-8.2,-0.4
1078,1.078,-6.7,2.3,1.4,2.0
1079,1.079,-0.6,-4.7,-2.6,-0.7
1080,1.080,2.0,-8.5,3.1,4.8
1081,1.081,7.6,-16.6,6.2,5.4
1082,1.082,8.4,-19.7,7.0,5.9
1083,1.083,5.1,-18.7,6.0,6.3
1084,1.084,9.3,-19.5,5.1,9.0
1085,1.085,8.8,-20.3,4.3,7.3
1086,1.086,3.3,-10.9,-1.7,0.6
1087,1.087,5.4,-1.8,3.8,3.1
1088,1.088,2.1,-0.6,3.0,-2.7
1089,1.089,-0.9,-14.5,3.5,3.7
1090,1.090,-4.6,-20.1,-0.8,13.3
1091,1.091,-5.1,-8.1,0.7,1.4
1092,1.092,-10.0,-6.5,4.0,2.8
1093,1.093,-13.3,-2.3,1.7,-1.5
1094,1.094,-16.3,-1.1,-2.1,-0.3
1095,1.095,-9.2,11.9,-4.6,-1.6
1096,1.096,-4.4,13.5,-11.3,-4.8
1097,1.097,5.3,8.9,-22.1,-5.8
1098,1.098,-1.3,7.5,-6.5,-10.3
1099,1.099,2.2,1.0,8.1,-9.6
1100,1.100,3.2,-7.2,6.1,1.3
1101,1.101,-3.6,-23.2,4.4,2.8
1102,1.102,-1.0,-21.0,2.9,1.4
1103,1.103,1.4,-6.4,7.0,5.3
1104,1.104,-2.2,10.7,8.3,11.1
1105,1.105,2.3,8.5,2.4,8.0
1106,1.106,4.0,14.7,1.4,5.2
1107,1.107,3.5,16.5,2.3,4.3
1108,1.108,1.0,21.6,3.2,-1.2
1109,1.109,-0.4,23.0,4.0,2.4
1110,1.110,-4.1,21.6,0.3,0.6
1111,1.111,-1.7,7.3,3.6,3.6
1112,1.112,2.3,-13.7,-0.6,8.6
1113,1.113,-3.7,-16.5,-6.5,-1.2
1114,1.114,-1.3,-14.0,-5.7,0.3
1115,1.115,2.3,-16.4,-3.6,-0.9
1116,1.116,5.5,-18.5,-2.9,-4.2
1117,1.117,6.1,-16.7,6.1,-0.9
1118,1.118,5.6,-18.5,7.4,6.0
1119,1.119,8.1,-10.7,1.5,8.8
1120,1.120,7.6,-12.1,4.7,0.1
1121,1.121,8.0,-8.3,-5.9,3.8
1122,1.122,4.7,-4.8,4.0,2.9
1123,1.123,3.4,4.8,0.2,0.3
1124,1.124,1.3,3.5,-0.9,3.1
1125,1.125,0.3,9.4,0.2,-2.3
1126,1.126,1.2,14.6,3.2,3.0
1127,1.127,-3.3,11.7,2.4,7.9
1128,1.128,-7.8,9.0,6.4,-0.9
1129,1.129,-3.6,9.7,1.5,3.2
1130,1.130,-8.4,8.9,-1.7,11.7
1131,1.131,-3.8,8.2,3.7,8.8
1132,1.132,1.7,14.7,3.1,10.1
1133,1.133,-0.4,19.1,1.3,11.3
1134,1.134,5.5,11.8,4.4,6.0
1135,1.135,3.1,3.0,10.4,1.2
1136,1.136,3.9,6.4,1.7,-1.8
1137,1.137,5.8,9.5,14.8,-3.2
1138,1.138,-2.0,8.5,16.5,4.2
1139,1.139,-3.1,4.1,12.0,9.3
1140,1.140,-2.2,1.7,10.7,5.2
1141,1.141,-3.2,-7.8,4.3,11.2
1142,1.142,-2.4,-9.1,5.5,4.9
1143,1.143,-6.0,-5.6,-8.2,-1.0
1144,1.144,-4.0,-2.4,-6.3,0.2
1145,1.145,-2.1,-1.5,-1.0,-10.4
1146,1.146,2.9,3.0,-5.6,-2.3
