Right Biceps brachii caput longus,Left Biceps brachii caput longus,Right Pectoralis Major,Left Pectoralis Major,
31.4,3.1,1.9,-4.5,
42.8,-5.9,5.3,-6.8,
53.2,-15.0,8.3,-0.5,
47.6,-13.9,-6.4,-6.2,
42.4,-6.6,8.1,-14.8,
34.6,-3.7,-1.5,8.7,
21.7,0.7,-20.6,5.2,
6.1,6.3,-8.1,-10.1,
-12.8,7.0,-1.4,-7.4,
-20.5,2.4,-16.2,-5.0,
-22.8,7.8,-6.9,-7.3,
-29.2,1.3,1.6,-5.3,
-27.5,-1.3,-6.4,-7.2,
-15.5,-3.7,-2.4,-12.5,
-14.1,-3.0,1.2,1.6,
-7.1,-12.8,4.5,7.1,
-3.3,-11.4,7.5,-5.0,
2.5,-2.3,-1.4,2.6,
-0.7,3.6,-12.2,3.9,
-3.7,0.6,-2.4,-0.0,
2.4,5.4,-9.1,8.1,
9.6,9.8,-1.0,4.8,
2.8,18.7,-6.5,-2.0,
1.9,24.6,-7.6,-1.2,
7.5,27.7,-6.9,1.1,
-1.3,27.4,-12.4,-0.6,
-8.0,26.4,-0.5,-2.9,
-14.2,13.2,7.9,0.4,
-2.2,-15.4,-0.0,-2.7,
-3.9,-27.7,-15.8,-3.2,
-5.4,-31.4,7.1,-3.8,
-26.8,-28.0,-2.3,-4.3,
-48.3,-12.7,5.9,-1.6,
-34.4,-15.4,-1.9,2.3,
-21.8,-12.9,0.2,-1.5,
-5.8,-1.5,2.2,-2.1,
4.6,-11.9,7.7,3.6,
14.1,-17.5,-1.0,1.2,
19.2,-12.4,6.7,1.8,
17.7,-17.1,5.2,7.7,
27.5,-7.3,1.3,8.4,
34.0,7.0,0.1,4.7,
35.1,12.5,5.3,0.1,
25.5,10.8,8.1,-1.8,
24.2,9.2,0.1,3.1,
25.3,10.5,14.0,1.1,
20.0,6.6,23.4,-0.7,
5.5,7.7,-2.6,7.3,
-9.1,10.7,-21.2,6.2,
-22.3,17.4,9.1,-9.8,
-30.9,11.1,21.3,-3.1,
-19.9,0.6,17.6,7.3,
-10.0,-0.8,0.7,12.9,
-6.1,-7.3,-2.4,0.8,
2.1,-15.6,0.3,2.3,
1.1,-8.2,2.8,-1.9,
-3.7,-1.5,9.6,-8.4,
2.4,-4.2,11.7,-0.2,
14.5,-5.0,9.8,9.4,
12.7,-4.3,11.6,18.5,
8.0,-5.0,16.2,5.6,
6.6,-3.2,23.3,7.3,
0.1,-4.8,19.6,5.8,
-3.4,-5.3,6.7,7.2,
-2.3,-1.4,-1.9,8.5,
0.6,-3.0,-9.6,7.4,
-5.6,-2.6,-22.4,4.3,
-7.9,0.4,-6.8,-2.4,
3.0,2.4,-8.8,-12.1,
-11.1,2.6,-10.6,-5.5,
-9.2,7.6,-12.2,-23.1,
9.8,12.7,-10.6,-10.5,
2.3,18.6,-20.4,-12.6,
4.6,21.0,-8.6,2.0,
-1.6,18.8,-7.0,3.9,
-3.5,16.8,-16.8,-8.1,
-5.1,11.4,2.8,-28.4,
-0.5,0.5,5.6,-3.2,
0.9,-10.4,3.2,13.7,
2.2,-14.7,10.1,4.6,
-1.2,-18.6,4.0,24.1,
-2.2,-17.5,17.3,16.6,
-5.1,-5.8,12.3,-13.3,
-4.2,-7.3,-11.2,-9.1,
-1.7,-14.4,-28.0,2.1,
-1.0,-0.1,-18.7,5.5,
-0.3,5.5,-4.7,-3.6,
-0.8,0.4,-7.1,-0.8,
0.8,2.0,-4.8,1.8,
-1.6,11.9,-6.7,-0.4,
-1.1,5.5,-4.8,6.0,
-0.7,9.0,7.4,0.5,
-1.7,8.0,-3.4,-1.1,
-0.7,9.1,-13.3,3.6,
2.1,1.2,1.1,-0.5,
-0.4,6.6,14.5,3.4,
1.3,11.5,19.7,7.0,
-0.2,3.6,15.1,1.8,
-0.4,4.7,16.5,4.7,
2.7,-7.8,12.7,2.2,
4.0,-9.4,-4.9,-5.0,
-0.6,-7.8,-2.3,-5.8,
-1.2,-9.1,-0.0,-3.1,
-3.8,-5.2,-2.1,1.0,
-1.4,-8.6,-7.7,-1.1,
-2.7,-13.8,-2.5,-5.6,
-1.5,-12.7,-7.1,-0.2,
-2.5,-10.0,-2.9,4.9,
-0.8,-4.3,-9.3,-4.9,
-1.1,6.7,-3.4,-23.3,
0.8,8.3,-6.6,-10.7,
1.5,18.3,-1.7,5.5,
2.1,17.1,11.6,3.4,
1.5,8.9,9.7,1.6,
2.6,1.6,11.4,6.8,
3.7,14.3,12.9,8.4,
6.1,16.0,-2.8,15.5,
2.4,11.4,7.6,1.2,
2.8,4.4,-5.6,3.1,
0.7,-4.6,-7.4,1.4,
2.6,-3.4,6.7,-12.7,
2.9,2.0,1.1,-3.3,
2.0,-4.7,6.2,8.8,
0.5,-14.4,7.6,7.2,
0.2,-7.8,-8.0,5.9,
-2.0,-11.3,-1.8,-3.2,
-2.3,-6.1,0.8,-6.4,
-0.8,1.3,-8.7,6.5,
0.5,-3.5,3.3,-2.1,
-3.2,-9.7,4.7,-3.6,
-0.5,-7.3,-2.4,3.5,
-5.0,-0.7,14.5,-10.8,
-2.1,1.9,-1.6,-5.2,
1.6,7.6,-20.5,6.7,
-0.8,-1.9,-8.0,2.0,
-3.0,-11.0,-5.9,6.1,
1.5,-9.8,-8.1,-3.0,
2.1,-4.5,-21.5,-4.2,
-1.5,-3.5,-13.0,-11.7,
-4.0,-2.7,-11.6,-12.7,
0.1,-0.2,-4.7,-6.7,
1.6,-11.1,14.6,-6.1,
2.1,-6.5,-5.0,4.7,
1.8,-2.3,-12.7,-0.2,
0.6,1.5,-1.5,-4.6,
1.7,2.7,25.5,-3.6,
1.4,8.0,-0.6,-2.7,
4.2,7.0,-11.0,-10.4,
-1.2,2.5,-2.1,-9.8,
-0.3,6.5,-5.1,-4.0,
3.4,2.9,-13.0,1.2,
0.2,-7.1,-1.8,2.9,
2.0,-14.1,4.1,-7.4,
1.6,-7.7,-1.9,-6.6,
0.2,-4.2,-4.0,-0.7,
0.7,-5.2,-6.0,-4.8,
1.9,1.6,-10.6,-6.6,
2.3,4.2,-4.5,-10.3,
4.7,3.4,1.0,-13.7,
4.5,7.1,-6.9,-7.2,
4.3,5.2,-8.2,4.6,
6.0,7.0,-2.4,-4.7,
2.8,5.5,1.2,-13.2,
-1.7,6.0,-5.7,-6.8,
4.9,12.7,-19.3,-6.2,
2.3,11.8,8.9,-12.7,
-1.6,14.5,-3.6,-8.0,
-2.2,4.1,7.3,-9.5,
2.5,5.5,3.8,1.5,
3.1,1.7,6.7,-0.3,
3.7,-1.7,-1.6,-10.5,
-1.8,1.4,-9.2,-6.8,
-1.1,4.4,-2.3,-12.8,
-0.5,3.5,8.3,-9.7,
-3.6,-2.0,10.2,-12.4,
-4.3,-1.3,-12.1,-13.1,
-2.0,0.7,-2.8,-15.3,
-1.0,2.5,-5.2,-14.1,
-0.8,4.1,-2.4,-3.8,
-1.4,-1.3,4.8,-7.3,
-6.7,-2.0,-13.6,-2.7,
-4.7,-2.7,4.5,-3.0,
-8.3,-1.0,16.6,-5.1,
-10.2,-4.7,15.1,4.7,
-6.7,-0.2,6.3,7.0,
-9.4,5.1,15.6,5.2,
-6.6,4.3,14.8,13.3,
-9.5,1.0,11.4,20.9,
-6.4,-4.4,21.3,26.4,
-3.6,-11.0,23.3,37.3,
-5.0,-3.1,31.7,40.2,
-4.2,2.1,33.6,47.6,
-7.4,-0.9,33.7,48.2,
-6.4,-8.8,27.5,64.3,
-6.9,-5.7,39.2,63.9,
-8.0,4.9,38.9,63.7,
-5.5,6.3,36.1,67.0,
-11.1,7.5,43.0,67.1,
-8.8,6.3,45.1,81.6,
-6.8,3.1,47.1,88.4,
-8.8,-3.7,45.5,100.9,
-4.8,-11.7,45.8,115.4,
-5.4,-23.5,57.7,122.0,
-5.1,-28.2,57.2,134.4,
-3.9,-24.1,51.0,140.1,
-3.6,-4.7,45.4,134.9,
1.7,14.6,42.8,118.5,
12.1,2.0,33.9,91.8,
10.6,-4.9,22.9,67.0,
9.2,-2.9,9.5,44.4,
10.2,-1.2,4.4,23.8,
9.1,-16.9,-3.7,10.8,
2.3,-19.1,-7.9,-1.2,
-11.0,-13.6,-23.2,-16.7,
-39.5,-1.6,-50.1,-30.8,
-60.1,-0.2,-61.0,-59.0,
-41.6,1.1,-57.5,-95.6,
-18.0,-0.3,-66.6,-120.3,
9.6,-6.3,-80.5,-133.8,
28.2,-9.6,-88.1,-138.0,
45.1,-10.7,-81.5,-149.3,
54.3,-11.7,-67.1,-159.8,
73.8,-7.9,-50.3,-169.5,
86.4,-1.5,-57.6,-167.4,
93.3,-2.5,-51.7,-160.6,
83.0,3.0,-65.5,-163.7,
62.2,9.4,-64.4,-170.8,
44.4,19.1,-67.5,-182.0,
30.6,32.2,-69.7,-181.3,
18.1,41.6,-71.8,-180.8,
-2.5,36.3,-71.3,-177.5,
-27.5,31.5,-68.7,-185.9,
-23.9,27.2,-66.5,-173.1,
-26.8,25.8,-62.6,-149.9,
-29.4,10.4,-55.6,-114.4,
-36.7,4.0,-53.4,-91.3,
-29.7,-5.6,-53.5,-70.5,
-19.0,-4.0,-53.7,-51.9,
-13.2,10.0,-47.5,-27.8,
-14.6,8.0,-36.0,-12.8,
-12.9,-4.1,-21.6,0.6,
-22.5,-12.0,-16.5,29.4,
-23.5,-25.0,-8.1,47.9,
-22.1,-23.3,2.7,34.8,
-20.8,-12.5,3.1,63.2,
-25.4,-8.3,-2.3,65.3,
-26.0,-7.0,-4.7,59.6,
-23.3,-8.1,2.3,60.9,
-15.1,3.7,15.0,74.2,
-3.1,5.3,19.5,74.9,
1.8,-7.5,20.0,80.4,
-2.1,-12.6,42.4,85.3,
-10.9,-17.2,64.9,85.4,
-4.8,1.4,66.8,112.0,
-1.5,-1.0,68.5,122.5,
3.6,-3.1,70.0,116.9,
8.2,-5.1,80.4,132.0,
20.5,4.5,94.1,133.3,
15.6,9.7,106.4,112.2,
11.1,11.4,89.9,118.1,
7.1,1.6,87.0,118.7,
-1.7,-10.0,88.1,123.5,
-7.4,-8.3,85.7,120.3,
8.7,-1.1,92.8,107.0,
15.6,0.4,85.2,98.0,
17.8,4.0,70.3,92.8,
8.4,5.2,60.4,85.4,
-0.1,8.3,54.9,74.0,
-10.9,11.1,46.8,71.9,
-12.1,15.2,48.0,62.3,
-13.3,20.5,38.8,53.8,
-4.9,17.3,32.9,39.7,
2.5,8.5,23.3,26.4,
-0.2,2.2,14.4,31.6,
4.3,1.2,11.2,8.3,
1.9,4.5,-2.4,5.3,
2.6,3.7,-11.5,-9.5,
4.5,1.2,-12.8,-11.6,
1.4,-5.9,-13.8,-23.4,
-3.6,-2.8,-17.4,-24.7,
-4.3,-0.0,-28.5,-21.6,
-7.4,0.9,-29.4,-29.9,
-8.1,-2.6,-35.7,-44.2,
-5.8,-1.8,-36.3,-44.9,
-5.5,7.3,-32.0,-56.7,
-4.5,11.2,-36.5,-39.6,
-3.6,12.3,-36.6,-44.2,
-7.4,15.5,-40.1,-52.0,
-7.0,18.4,-36.7,-51.9,
-1.4,10.5,-35.1,-54.8,
-3.9,-5.4,-32.2,-48.8,
-1.8,-16.9,-34.2,-43.2,
1.3,-14.7,-29.5,-42.5,
0.7,-20.4,-27.1,-41.7,
0.1,-35.9,-23.9,-37.0,
-0.5,-33.8,-23.4,-34.4,
6.1,-31.8,-27.9,-33.5,
1.2,-30.0,-27.8,-31.1,
3.7,-19.1,-15.9,-27.6,
4.5,-11.9,2.2,-20.6,
5.1,-10.6,-8.4,-18.4,
8.4,-9.5,-13.8,-18.9,
1.7,-4.2,-7.3,-14.5,
6.1,-3.3,-8.2,-15.8,
5.2,1.1,-2.8,-12.1,
0.1,5.1,2.1,-6.0,
-1.8,14.5,-6.3,-1.6,
-0.1,13.1,-6.8,-9.5,
0.4,7.2,-9.3,-12.4,
-2.2,1.9,-5.9,-10.4,
-0.9,4.8,-8.1,-12.8,
4.3,-3.2,-10.1,-9.2,
7.8,-10.6,-9.1,-9.4,
8.4,-1.9,-5.5,-17.7,
2.9,1.5,-3.5,-11.4,
2.1,4.6,-1.8,-3.7,
0.1,9.4,3.8,-0.5,
-1.7,6.7,1.7,-2.9,
-3.3,4.3,-1.6,-5.1,
-0.9,3.6,-2.1,-5.7,
-0.6,10.8,-1.7,-2.4,
-4.3,5.9,-3.2,0.5,
-3.9,5.0,-2.9,-3.2,
-0.9,7.4,-4.2,-4.8,
3.6,5.2,0.3,-4.5,
1.9,7.1,8.8,-4.3,
-0.8,11.2,0.4,0.9,
2.6,8.4,1.3,-3.3,
1.0,-11.9,-1.1,-1.8,
1.4,-4.5,1.6,2.9,
0.1,2.8,-1.3,3.3,
0.5,5.7,4.1,5.9,
3.5,8.4,11.9,0.7,
1.5,14.0,14.8,4.9,
-1.0,17.6,11.6,7.5,
4.0,7.7,10.5,8.6,
6.2,-10.9,9.5,6.8,
9.5,-13.4,12.9,6.1,
5.3,-2.0,12.0,0.4,
0.5,0.0,7.6,3.6,
2.4,-5.7,10.1,2.6,
-1.7,-4.0,4.4,2.9,
-1.2,-5.6,5.0,5.1,
0.2,-9.8,4.1,3.4,
-1.9,-29.3,3.4,1.8,
-2.3,-32.0,-4.8,2.6,
-0.5,-4.1,-8.4,2.0,
-0.8,-0.4,7.4,3.4,
-2.2,3.0,-4.3,2.3,
-4.7,24.5,-6.5,2.8,
-2.4,21.9,-4.8,1.8,
-4.4,29.5,-6.6,-0.9,
-0.2,36.5,-8.2,1.1,
-3.2,34.5,-12.5,0.1,
-6.9,25.1,-13.9,-4.4,
-5.4,13.1,-8.2,-0.4,
-6.7,2.3,1.4,2.0,
-0.6,-4.7,-2.6,-0.7,
2.0,-8.5,3.1,4.8,
7.6,-16.6,6.2,5.4,
8.4,-19.7,7.0,5.9,
5.1,-18.7,6.0,6.3,
9.3,-19.5,5.1,9.0,
8.8,-20.3,4.3,7.3,
3.3,-10.9,-1.7,0.6,
5.4,-1.8,3.8,3.1,
2.1,-0.6,3.0,-2.7,
-0.9,-14.5,3.5,3.7,
-4.6,-20.1,-0.8,13.3,
-5.1,-8.1,0.7,1.4,
-10.0,-6.5,4.0,2.8,
-13.3,-2.3,1.7,-1.5,
-16.3,-1.1,-2.1,-0.3,
-9.2,11.9,-4.6,-1.6,
-4.4,13.5,-11.3,-4.8,
5.3,8.9,-22.1,-5.8,
-1.3,7.5,-6.5,-10.3,
2.2,1.0,8.1,-9.6,
3.2,-7.2,6.1,1.3,
-3.6,-23.2,4.4,2.8,
-1.0,-21.0,2.9,1.4,
1.4,-6.4,7.0,5.3,
-2.2,10.7,8.3,11.1,
2.3,8.5,2.4,8.0,
4.0,14.7,1.4,5.2,
3.5,16.5,2.3,4.3,
1.0,21.6,3.2,-1.2,
-0.4,23.0,4.0,2.4,
-4.1,21.6,0.3,0.6,
-1.7,7.3,3.6,3.6,
2.3,-13.7,-0.6,8.6,
-3.7,-16.5,-6.5,-1.2,
-1.3,-14.0,-5.7,0.3,
2.3,-16.4,-3.6,-0.9,
5.5,-18.5,-2.9,-4.2,
6.1,-16.7,6.1,-0.9,
5.6,-18.5,7.4,6.0,
8.1,-10.7,1.5,8.8,
7.6,-12.1,4.7,0.1,
8.0,-8.3,-5.9,3.8,
4.7,-4.8,4.0,2.9,
3.4,4.8,0.2,0.3,
1.3,3.5,-0.9,3.1,
0.3,9.4,0.2,-2.3,
1.2,14.6,3.2,3.0,
-3.3,11.7,2.4,7.9,
-7.8,9.0,6.4,-0.9,
-3.6,9.7,1.5,3.2,
-8.4,8.9,-1.7,11.7,
-3.8,8.2,3.7,8.8,
1.7,14.7,3.1,10.1,
-0.4,19.1,1.3,11.3,
5.5,11.8,4.4,6.0,
3.1,3.0,10.4,1.2,
3.9,6.4,1.7,-1.8,
5.8,9.5,14.8,-3.2,
-2.0,8.5,16.5,4.2,
-3.1,4.1,12.0,9.3,
-2.2,1.7,10.7,5.2,
-3.2,-7.8,4.3,11.2,
-2.4,-9.1,5.5,4.9,
-6.0,-5.6,-8.2,-1.0,
-4.0,-2.4,-6.3,0.2,
-2.1,-1.5,-1.0,-10.4,
2.9,3.0,-5.6,-2.3,
1.0,-9.0,-1.3,5.1,
4.1,-17.6,-2.5,6.7,
2.6,-16.0,-12.9,1.2,
2.2,-11.9,-11.4,-3.8,
4.0,-9.8,-7.0,-5.3,
9.9,-11.1,-10.7,-6.0,
9.1,-5.3,-11.7,-1.3,
6.9,6.5,-8.5,-3.4,
3.6,11.2,-3.6,-3.8,
8.9,15.4,4.5,-6.8,
6.7,1.1,5.6,0.0,
3.4,3.0,-1.1,6.5,
-2.0,4.7,-1.9,4.3,
-2.8,9.4,-1.0,-0.5,
-6.1,10.8,-0.2,-1.0,
-7.8,6.9,0.5,-1.3,
-7.4,1.0,1.1,-3.8,
-11.9,-4.3,-0.3,-3.1,
-16.1,-3.4,-0.8,-5.1,
-10.1,-4.3,-2.0,-7.0,
-1.3,-3.5,-2.4,-10.2,
6.8,-5.7,-2.7,-9.7,
7.9,-7.6,-7.1,-8.3,
6.9,-7.0,-16.1,-6.5,
2.4,-2.0,-4.3,-4.1,
8.0,-2.6,9.8,-4.3,
1.4,-2.0,4.1,-0.7,
-1.3,-0.4,2.4,-2.2,
-13.4,0.1,0.8,-2.6,
-35.9,1.5,2.2,3.5,
-26.7,-0.5,0.8,-1.0,
-29.5,1.3,1.9,-5.1,
-27.1,3.0,2.9,-4.4,
-11.0,3.9,-2.0,-2.6,
7.8,4.7,2.4,-5.7,
15.3,0.9,-8.1,-4.3,
17.5,0.4,-6.8,0.0,
19.6,0.9,2.2,-5.5,
32.8,1.3,-1.4,-5.0,
31.1,-4.9,1.7,-9.8,
35.7,-0.4,6.4,-16.6,
34.3,-4.5,5.4,-3.6,
17.4,-8.0,6.1,5.6,
1.3,-9.9,5.3,-3.2,
-21.8,-4.5,-4.7,-2.0,
-55.6,-0.9,-20.5,-3.6,
-51.1,-2.7,-6.0,-7.8,
-47.0,3.9,3.4,-7.0,
-28.5,1.3,-8.8,-2.0,
-11.6,0.5,-7.4,-1.4,
-2.4,10.0,2.3,-11.4,
5.9,11.3,-1.7,-2.7,
13.5,7.9,-5.3,-1.9,
20.3,11.1,-2.3,-3.4,
26.7,12.1,2.3,1.1,
36.2,7.7,6.6,6.9,
38.0,0.5,4.1,2.5,
30.3,3.4,0.3,2.8,
23.2,-1.0,-0.4,1.8,
22.0,-3.3,-2.3,3.1,
16.2,-5.4,-5.1,4.3,
2.3,-7.3,1.3,1.4,
-7.1,-4.3,2.1,4.1,
-8.7,-1.7,6.0,3.3,
-4.0,4.9,-5.1,2.5,
-8.1,5.8,2.6,-2.9,
-6.8,8.2,3.9,4.7,
-3.3,11.8,5.0,7.5,
-4.3,8.5,3.8,6.1,
0.6,-0.5,6.8,4.9,
-0.2,-7.0,11.6,3.7,
-0.9,-12.8,-0.0,8.4,
1.4,-16.0,-11.0,8.7,
-3.0,-13.1,-1.2,6.6,
-11.9,-15.7,18.2,2.5,
-5.3,-11.7,15.4,5.7,
0.6,-6.7,2.7,7.5,
-6.7,1.9,0.4,4.4,
-3.8,5.3,2.4,4.4,
-1.1,4.3,0.5,1.1,
-0.3,7.1,-1.3,2.0,
-2.5,8.0,0.2,-0.8,
-0.6,20.0,-1.2,4.0,
-1.2,25.2,-5.2,5.9,
3.7,20.5,-1.8,1.1,
4.4,21.8,-2.9,0.3,
-0.9,2.3,-7.7,0.5,
-4.5,-6.0,-6.9,-1.1,
-2.6,-13.6,5.1,-8.0,
0.4,-15.9,-0.1,2.5,
-0.1,-26.4,-1.6,1.0,
3.4,-32.1,-0.3,2.1,
-0.6,-27.0,1.0,0.8,
-1.2,-22.4,2.1,6.0,
6.2,-15.4,-5.4,-2.8,
-7.7,-11.6,-0.6,0.5,
-17.3,-10.5,3.8,-0.6,
-26.0,-5.3,6.2,2.2,
-21.4,1.4,2.6,6.5,
-0.1,7.5,7.2,4.1,
3.0,8.3,10.1,6.2,
0.2,1.6,2.0,5.5,
-22.6,11.3,-6.2,3.7,
-25.7,17.7,-0.9,0.0,
-11.8,11.8,-3.8,0.5,
-0.3,6.9,0.7,5.6,
12.3,-2.8,-2.0,2.6,
14.6,-9.3,-7.7,-1.9,
12.5,1.2,-7.0,-2.4,
6.8,13.9,-1.0,-0.9,
-1.8,12.2,4.6,0.6,
-6.5,7.4,3.8,1.9,
0.5,14.4,0.5,8.1,
12.2,7.8,1.1,0.2,
10.6,4.3,-1.6,-2.9,
6.4,5.3,-0.2,-7.7,
-0.2,-3.5,2.0,3.9,
-1.3,-9.4,-0.0,2.4,
-17.3,-8.4,-1.8,-4.5,
-33.4,2.2,-4.1,-0.6,
-18.8,0.8,-8.6,-1.6,
-17.0,-3.1,-1.4,8.1,
-8.4,0.3,-6.3,1.7,
15.2,1.2,-3.7,-4.0,
25.3,0.2,0.3,-2.9,
28.3,4.6,1.0,2.0,
25.6,5.3,3.0,6.6,
28.1,4.6,2.4,5.9,
34.9,4.0,2.8,6.7,
24.5,-0.2,2.3,0.9,
26.4,-2.8,-0.7,3.4,
31.6,-6.2,3.7,-0.0,
17.5,-3.1,0.8,-3.2,
8.0,-1.0,-3.0,-0.1,
2.9,1.5,-4.4,-1.5,
-1.7,-0.7,-4.8,-1.8,
-0.2,-0.3,0.5,-1.3,
-6.7,3.4,-4.6,-4.0,
-3.2,5.9,-0.0,-4.1,
-12.8,3.9,-1.8,-7.7,
-8.9,2.7,-0.3,-5.0,
1.7,-0.5,2.2,-3.6,
0.4,0.0,-4.5,-5.4,
-0.9,6.2,-7.3,-2.0,
0.3,5.4,-6.4,-2.3,
-13.5,-1.7,-0.8,-4.1,
-15.4,-2.6,-3.0,-4.3,
0.2,1.9,3.0,-0.5,
2.3,-0.3,2.2,-0.9,
11.8,-2.4,10.2,-0.3,
3.3,-4.1,9.2,4.3,
-7.6,1.4,8.2,4.9,
-20.5,0.9,5.6,6.6,
-29.0,-4.9,9.7,4.2,
-27.5,-0.7,9.0,6.4,
-14.6,7.5,10.9,6.9,
-9.4,10.8,6.8,1.6,
-4.7,6.1,0.9,4.1,
-6.0,3.6,1.7,-2.4,
-15.0,-1.9,-0.4,2.1,
-9.1,1.9,-2.2,3.0,
-1.7,9.3,-2.7,0.9,
-4.5,0.7,-6.3,4.3,
-3.6,-7.3,-3.8,-2.2,
-4.4,-6.1,1.2,-4.8,
-0.7,-7.0,-0.6,-3.9,
1.2,6.4,-7.1,-1.7,
1.8,8.4,-9.7,-4.9,
2.3,10.2,2.5,-6.6,
0.9,15.0,7.7,-5.0,
0.5,19.3,6.3,-1.5,
2.5,12.9,10.5,-1.9,
4.3,4.8,1.6,0.2,
4.0,3.9,-6.5,-2.2,
2.0,-2.8,-7.4,-5.2,
5.1,-7.1,-0.6,-4.0,
4.7,-7.8,-1.3,-1.5,
7.2,-9.9,-5.2,3.6,
2.8,-11.8,-0.0,-1.4,
3.3,-13.6,-0.6,-7.3,
1.7,-21.7,-4.6,-3.3,
1.2,-22.8,3.6,0.4,
3.3,-26.0,0.2,-5.6,
1.2,-27.0,-0.7,-3.2,
4.4,-22.7,0.3,-2.5,
5.5,-18.7,-0.5,-8.4,
9.1,-10.8,2.0,-9.3,
6.5,-9.8,-1.5,-4.2,
3.3,-3.2,1.9,-2.3,
2.9,4.7,6.1,-5.4,
5.3,14.2,3.5,0.5,
6.1,17.9,1.1,6.1,
4.1,21.2,4.2,2.5,
4.2,24.2,1.5,5.7,
7.9,25.1,-0.2,9.8,
10.4,15.2,4.9,1.7,
7.9,0.8,4.2,9.8,
10.0,-5.0,4.9,6.7,
11.2,-13.8,0.8,9.5,
7.9,-15.5,-1.8,6.8,
5.7,-8.6,-3.2,7.6,
5.3,-4.9,-6.2,8.3,
-0.2,-4.0,-4.2,3.7,
-5.9,-3.1,1.3,1.9,
-15.4,-4.2,5.3,-1.8,
-29.8,-8.8,-5.6,4.7,
-32.8,-8.8,-21.8,-3.7,
-15.7,-9.7,-14.0,-9.9,
0.4,-9.2,-4.2,-9.2,
2.5,-4.8,-5.5,-7.0,
4.3,-2.0,-6.6,-3.8,
2.7,-3.7,-7.7,-5.6,
-8.2,-6.4,-2.9,-8.2,
-9.5,-3.5,-0.3,-0.8,
-5.6,-4.1,-1.1,-1.9,
-9.0,-4.0,-4.8,0.9,
-16.3,-1.8,-9.3,0.0,
-7.5,-1.1,-6.4,-5.6,
-4.0,-0.9,-1.5,-9.2,
-4.9,-1.3,-3.5,-4.7,
-3.9,-0.8,-0.5,1.9,
2.3,-3.9,2.1,2.8,
6.4,-3.6,-5.4,0.4,
8.6,2.5,-8.5,-4.7,
8.1,13.9,-3.7,2.6,
11.1,18.5,9.5,-2.2,
11.6,19.8,3.9,4.0,
11.2,23.6,5.5,3.3,
10.8,24.7,7.0,6.9,
14.6,23.7,5.6,8.9,
17.1,24.6,1.7,10.7,
22.1,23.8,7.5,9.2,
18.8,18.2,8.5,7.8,
13.4,18.9,7.5,8.2,
6.9,13.0,4.8,6.3,
-4.5,9.1,8.7,8.8,
-2.9,4.0,6.5,7.2,
-4.2,-0.5,9.8,4.5,
-8.0,7.4,7.9,7.9,
-2.1,2.1,8.4,4.0,
-7.4,1.2,4.9,3.6,
-4.5,-3.0,7.9,5.1,
-5.4,-6.9,3.3,6.5,
-6.2,-1.7,-2.1,0.5,
-9.8,7.0,0.0,-5.6,
-7.9,-1.0,-4.6,-3.1,
-10.8,-2.0,-2.9,-3.7,
-6.0,-6.7,0.8,-3.0,
-2.7,-3.9,-6.7,-2.4,
0.2,-9.4,-9.9,-7.2,
2.8,-7.1,2.6,-10.4,
6.2,-5.1,-6.0,-6.1,
11.8,-9.2,-7.6,-12.0,
14.1,-5.3,-0.5,-9.5,
11.9,-5.7,-4.4,-5.9,
1.9,-4.3,-3.3,-9.1,
-11.1,-7.9,-2.3,-0.0,
-9.5,-0.4,4.5,3.9,
-11.1,7.1,1.8,7.4,
-4.1,11.9,2.6,2.2,
-8.1,7.5,4.8,7.1,
-9.3,0.3,6.8,6.3,
-19.0,-6.4,2.7,10.3,
-20.5,-7.3,-5.4,11.1,
-24.1,-11.4,-18.3,5.3,
-10.4,-22.3,-9.6,-5.1,
2.7,-30.2,-4.9,-6.4,
4.2,-26.0,2.2,-2.5,
8.7,-22.2,1.0,-1.3,
-1.3,-14.1,-0.0,-0.3,
-2.7,-8.8,-3.1,-1.2,
-6.3,-6.0,-3.9,-7.3,
-5.4,-5.2,-6.5,-6.4,
1.2,-9.2,-5.6,-5.7,
0.2,-9.9,-6.2,-8.9,
5.7,-4.0,2.5,-11.8,
7.7,6.4,8.5,-5.8,
-2.3,-3.5,13.9,3.0,
-6.6,-7.3,7.3,6.5,
7.5,-8.5,13.6,7.6,
9.2,-11.7,3.3,6.6,
3.9,0.8,7.6,4.0,
-0.9,9.3,6.5,0.1,
-16.7,20.1,12.5,3.7,
-10.7,21.4,7.4,-2.2,
-20.3,25.1,4.7,-1.4,
-11.9,23.8,3.9,-0.7,
2.0,18.3,6.5,-2.6,
7.5,5.6,0.1,-3.2,
9.1,-10.2,2.9,-10.4,
1.2,-12.4,3.8,-3.7,
5.2,-18.2,4.7,0.7,
3.8,-13.2,5.5,1.4,
7.2,-11.8,0.2,2.1,
1.8,-4.9,3.9,-2.6,
8.5,-6.3,6.0,0.3,
12.9,-5.3,3.1,0.7,
18.4,-12.8,1.7,2.0,
20.5,-8.1,1.4,0.6,
18.6,5.0,4.5,1.0,
19.1,6.7,6.6,6.3,
15.4,-2.0,1.3,8.6,
7.9,5.6,-5.8,4.9,
-6.0,15.3,-2.9,-1.2,
-4.1,13.8,-7.2,-0.5,
-5.8,10.1,-6.3,1.6,
-7.3,13.1,-9.8,-0.5,
1.3,25.2,-7.4,-5.6,
